IBGE-Code,Município,UF,CAD ou AWC (m³/m³),DTA (mm/m)
3304904,São Gonçalo,RJ,"0,083","82,7"
3305000,São João da Barra,RJ,"0,068","67,8"
3305109,São João de Meriti,RJ,"0,082","82,1"
3305133,São José de Ubá,RJ,"0,122","122,3"
3305158,São José do Vale do Rio Preto,RJ,"0,111","110,8"
3305208,São Pedro da Aldeia,RJ,"0,079","78,8"
3305307,São Sebastião do Alto,RJ,"0,101","101,2"
3305406,Sapucaia,RJ,"0,116","116,1"
3305505,Saquarema,RJ,"0,084","84,0"
3305554,Seropédica,RJ,"0,099","98,5"
3305604,Silva Jardim,RJ,"0,107","107,0"
3305703,Sumidouro,RJ,"0,115","114,5"
3305752,Tanguá,RJ,"0,080","80,3"
3305802,Teresópolis,RJ,"0,098","98,0"
3305901,Trajano de Moraes,RJ,"0,112","112,2"
3306008,Três Rios,RJ,"0,111","110,8"
3306107,Valença,RJ,"0,116","115,7"
3306156,Varre-Sai,RJ,"0,116","116,2"
3306206,Vassouras,RJ,"0,110","110,3"
3306305,Volta Redonda,RJ,"0,112","111,6"
3500105,Adamantina,SP,"0,064","63,9"
3500204,Adolfo,SP,"0,047","47,4"
3500303,Aguaí,SP,"0,109","108,8"
3500402,Águas da Prata,SP,"0,120","120,1"
3500501,Águas de Lindóia,SP,"0,122","121,7"
3500550,Águas de Santa Bárbara,SP,"0,096","95,9"
3500600,Águas de São Pedro,SP,"0,115","115,2"
3500709,Agudos,SP,"0,064","63,6"
3500758,Alambari,SP,"0,091","91,4"
3500808,Alfredo Marcondes,SP,"0,064","63,6"
3500907,Altair,SP,"0,087","86,6"
3501004,Altinópolis,SP,"0,111","111,2"
3501103,Alto Alegre,SP,"0,065","64,8"
3501152,Alumínio,SP,"0,134","133,8"
3501202,Álvares Florence,SP,"0,068","67,6"
3501301,Álvares Machado,SP,"0,064","64,0"
3501400,Álvaro de Carvalho,SP,"0,064","63,6"
3501509,Alvinlândia,SP,"0,077","77,2"
3501608,Americana,SP,"0,116","115,9"
3501707,Américo Brasiliense,SP,"0,101","101,4"
3501806,Américo de Campos,SP,"0,068","67,6"
3501905,Amparo,SP,"0,116","116,3"
3502002,Analândia,SP,"0,113","112,7"
3502101,Andradina,SP,"0,065","65,5"
3502200,Angatuba,SP,"0,121","121,0"
3502309,Anhembi,SP,"0,103","103,1"
3502408,Anhumas,SP,"0,079","78,9"
3502507,Aparecida,SP,"0,115","115,1"
3502606,Aparecida d'Oeste,SP,"0,070","69,5"
3502705,Apiaí,SP,"0,116","115,8"
3502754,Araçariguama,SP,"0,136","136,4"
3502804,Araçatuba,SP,"0,116","116,5"
3502903,Araçoiaba da Serra,SP,"0,103","103,4"
3503000,Aramina,SP,"0,088","87,7"
3503109,Arandu,SP,"0,103","102,6"
3503158,Arapeí,SP,"0,112","111,6"
3503208,Araraquara,SP,"0,097","97,1"
3503307,Araras,SP,"0,124","124,0"
3503356,Arco-Íris,SP,"0,064","63,6"
3503406,Arealva,SP,"0,057","56,5"
3503505,Areias,SP,"0,111","111,0"
3503604,Areiópolis,SP,"0,056","56,4"
3503703,Ariranha,SP,"0,073","73,5"
3503802,Artur Nogueira,SP,"0,118","118,0"
3503901,Arujá,SP,"0,116","115,6"
3503950,Aspásia,SP,"0,068","67,6"
3504008,Assis,SP,"0,065","65,1"
3504107,Atibaia,SP,"0,117","116,6"
3504206,Auriflama,SP,"0,068","67,6"
3504305,Avaí,SP,"0,063","62,9"
3504404,Avanhandava,SP,"0,110","110,3"
3504503,Avaré,SP,"0,093","93,2"
3504602,Bady Bassitt,SP,"0,071","70,7"
3504701,Balbinos,SP,"0,076","76,2"
3504800,Bálsamo,SP,"0,069","68,5"
3504909,Bananal,SP,"0,110","110,2"
3505005,Barão de Antonina,SP,"0,106","105,9"
3505104,Barbosa,SP,"0,108","108,3"
3505203,Bariri,SP,"0,098","97,9"
3505302,Barra Bonita,SP,"0,106","106,0"
3505351,Barra do Chapéu,SP,"0,117","117,4"
3505401,Barra do Turvo,SP,"0,120","120,4"
3505500,Barretos,SP,"0,096","95,7"
3505609,Barrinha,SP,"0,117","117,1"
3505708,Barueri,SP,"0,113","113,1"
3505807,Bastos,SP,"0,063","63,4"
3505906,Batatais,SP,"0,098","97,9"
3506003,Bauru,SP,"0,063","62,7"
3506102,Bebedouro,SP,"0,081","81,1"
3506201,Bento de Abreu,SP,"0,076","76,3"
3506300,Bernardino de Campos,SP,"0,113","112,9"
3506359,Bertioga,SP,"0,086","85,8"
3506409,Bilac,SP,"0,066","65,7"
3506508,Birigui,SP,"0,122","121,7"
3506607,Biritiba Mirim,SP,"0,104","104,0"
3506706,Boa Esperança do Sul,SP,"0,079","78,9"
3506805,Bocaina,SP,"0,099","98,9"
3506904,Bofete,SP,"0,125","125,0"
3507001,Boituva,SP,"0,094","94,4"
3507100,Bom Jesus dos Perdões,SP,"0,128","127,7"
3507159,Bom Sucesso de Itararé,SP,"0,123","123,5"
3507209,Borá,SP,"0,064","63,9"
3507308,Boracéia,SP,"0,050","49,7"
3507407,Borborema,SP,"0,074","74,5"
3507456,Borebi,SP,"0,114","114,0"
3507506,Botucatu,SP,"0,075","74,8"
3507605,Bragança Paulista,SP,"0,115","114,8"
3507704,Braúna,SP,"0,068","68,1"
3507753,Brejo Alegre,SP,"0,122","121,7"
3507803,Brodowski,SP,"0,124","123,8"
3507902,Brotas,SP,"0,054","53,8"
3508009,Buri,SP,"0,120","119,7"
3508108,Buritama,SP,"0,106","106,2"
3508207,Buritizal,SP,"0,089","88,8"
3508306,Cabrália Paulista,SP,"0,123","123,0"
3508405,Cabreúva,SP,"0,135","135,4"
3508504,Caçapava,SP,"0,112","112,2"
3508603,Cachoeira Paulista,SP,"0,115","114,6"
3508702,Caconde,SP,"0,125","125,4"
3508801,Cafelândia,SP,"0,066","66,3"
3508900,Caiabu,SP,"0,064","63,6"
3509007,Caieiras,SP,"0,128","128,0"
3509106,Caiuá,SP,"0,060","59,6"
3509205,Cajamar,SP,"0,131","130,8"
3509254,Cajati,SP,"0,126","126,4"
3509304,Cajobi,SP,"0,067","67,4"
3509403,Cajuru,SP,"0,087","86,8"
3509452,Campina do Monte Alegre,SP,"0,121","120,9"
3509502,Campinas,SP,"0,122","121,5"
3509601,Campo Limpo Paulista,SP,"0,111","111,5"
3509700,Campos do Jordão,SP,"0,116","116,5"
3509809,Campos Novos Paulista,SP,"0,065","65,0"
3509908,Cananéia,SP,"0,101","100,7"
3509957,Canas,SP,"0,116","116,1"
3510005,Cândido Mota,SP,"0,065","65,0"
3510104,Cândido Rodrigues,SP,"0,076","76,2"
3510153,Canitar,SP,"0,064","64,4"
3510203,Capão Bonito,SP,"0,120","120,5"
3510302,Capela do Alto,SP,"0,061","60,8"
3510401,Capivari,SP,"0,092","91,8"
3510500,Caraguatatuba,SP,"0,093","93,2"
3510609,Carapicuíba,SP,"0,102","102,3"
3510708,Cardoso,SP,"0,100","100,2"
3510807,Casa Branca,SP,"0,094","94,5"
3510906,Cássia dos Coqueiros,SP,"0,061","60,9"
3511003,Castilho,SP,"0,069","68,8"
3511102,Catanduva,SP,"0,071","70,8"
3511201,Catiguá,SP,"0,068","67,6"
3511300,Cedral,SP,"0,070","69,7"
3511409,Cerqueira César,SP,"0,100","99,8"
3511508,Cerquilho,SP,"0,099","99,0"
3511607,Cesário Lange,SP,"0,063","62,6"
3511706,Charqueada,SP,"0,136","135,5"
3511904,Clementina,SP,"0,064","63,6"
3512001,Colina,SP,"0,111","110,9"
3512100,Colômbia,SP,"0,092","91,5"
3512209,Conchal,SP,"0,124","123,8"
3512308,Conchas,SP,"0,133","133,2"
3512407,Cordeirópolis,SP,"0,123","123,2"
3512506,Coroados,SP,"0,122","121,7"
3512605,Coronel Macedo,SP,"0,121","121,0"
3512704,Corumbataí,SP,"0,129","129,3"
3512803,Cosmópolis,SP,"0,120","119,7"
3512902,Cosmorama,SP,"0,068","67,6"
3513009,Cotia,SP,"0,104","103,6"
3513108,Cravinhos,SP,"0,117","117,1"
3513207,Cristais Paulista,SP,"0,088","87,7"
3513306,Cruzália,SP,"0,065","65,0"
3513405,Cruzeiro,SP,"0,115","115,3"
3513504,Cubatão,SP,"0,107","107,1"
3513603,Cunha,SP,"0,111","110,9"
3513702,Descalvado,SP,"0,106","105,8"
3513801,Diadema,SP,"0,098","98,4"
3513850,Dirce Reis,SP,"0,068","67,6"
3513900,Divinolândia,SP,"0,127","126,6"
3514007,Dobrada,SP,"0,087","86,7"
3514106,Dois Córregos,SP,"0,098","97,5"
3514205,Dolcinópolis,SP,"0,073","72,6"
3514304,Dourado,SP,"0,078","78,1"
3514403,Dracena,SP,"0,058","58,0"
3514502,Duartina,SP,"0,064","63,6"
3514601,Dumont,SP,"0,117","117,1"
3514700,Echaporã,SP,"0,065","65,0"
3514809,Eldorado,SP,"0,114","114,2"
3514908,Elias Fausto,SP,"0,093","93,2"
3514924,Elisiário,SP,"0,075","74,7"
3514957,Embaúba,SP,"0,070","69,6"
3515004,Embu das Artes,SP,"0,101","100,7"
3515103,Embu-Guaçu,SP,"0,104","104,4"
3515129,Emilianópolis,SP,"0,061","60,9"
3515152,Engenheiro Coelho,SP,"0,119","119,3"
3515186,Espírito Santo do Pinhal,SP,"0,096","96,0"
3515194,Espírito Santo do Turvo,SP,"0,074","74,3"
3515202,Estrela d'Oeste,SP,"0,068","67,6"
3515301,Estrela do Norte,SP,"0,067","67,4"
3515350,Euclides da Cunha Paulista,SP,"0,080","80,5"
3515400,Fartura,SP,"0,122","122,1"
3515509,Fernandópolis,SP,"0,068","67,6"
3515608,Fernando Prestes,SP,"0,075","74,8"
3515657,Fernão,SP,"0,064","63,6"
3515707,Ferraz de Vasconcelos,SP,"0,116","116,5"
3515806,Flora Rica,SP,"0,060","60,2"
3515905,Floreal,SP,"0,068","68,3"
3516002,Flórida Paulista,SP,"0,064","63,9"
3516101,Florínea,SP,"0,091","90,7"
3516200,Franca,SP,"0,101","101,5"
3516309,Francisco Morato,SP,"0,101","100,8"
3516408,Franco da Rocha,SP,"0,114","114,1"
3516507,Gabriel Monteiro,SP,"0,064","63,6"
3516606,Gália,SP,"0,064","63,6"
3516705,Garça,SP,"0,071","71,4"
3516804,Gastão Vidigal,SP,"0,071","71,4"
3516853,Gavião Peixoto,SP,"0,092","92,2"
3516903,General Salgado,SP,"0,068","67,6"
3517000,Getulina,SP,"0,063","63,4"
3517109,Glicério,SP,"0,122","121,7"
3517208,Guaiçara,SP,"0,086","86,2"
3517307,Guaimbê,SP,"0,063","63,5"
3517406,Guaíra,SP,"0,117","116,8"
3517505,Guapiaçu,SP,"0,068","67,6"
3517604,Guapiara,SP,"0,115","114,7"
3517703,Guará,SP,"0,117","117,1"
3517802,Guaraçaí,SP,"0,065","65,3"
3517901,Guaraci,SP,"0,114","114,1"
3518008,Guarani d'Oeste,SP,"0,095","95,3"
3518107,Guarantã,SP,"0,070","69,7"
3518206,Guararapes,SP,"0,122","121,7"
3518305,Guararema,SP,"0,115","114,7"
3518404,Guaratinguetá,SP,"0,115","114,9"
3518503,Guareí,SP,"0,130","130,1"
3518602,Guariba,SP,"0,107","107,1"
3518701,Guarujá,SP,"0,082","81,6"
3518800,Guarulhos,SP,"0,111","110,5"
3518859,Guatapará,SP,"0,114","114,1"
3518909,Guzolândia,SP,"0,068","67,6"
3519006,Herculândia,SP,"0,064","63,7"
3519055,Holambra,SP,"0,118","118,3"
3519071,Hortolândia,SP,"0,136","136,3"
3519105,Iacanga,SP,"0,064","63,6"
3519204,Iacri,SP,"0,064","63,6"
3519253,Iaras,SP,"0,060","59,8"
3519303,Ibaté,SP,"0,080","80,5"
3519402,Ibirá,SP,"0,075","75,1"
3519501,Ibirarema,SP,"0,119","119,0"
3519600,Ibitinga,SP,"0,081","80,9"
3519709,Ibiúna,SP,"0,099","98,7"
3519808,Icém,SP,"0,110","110,0"
3519907,Iepê,SP,"0,122","122,1"
3520004,Igaraçu do Tietê,SP,"0,063","63,2"
3520103,Igarapava,SP,"0,084","83,8"
3520202,Igaratá,SP,"0,111","110,5"
3520301,Iguape,SP,"0,104","103,8"
3520400,Ilhabela,SP,"0,127","126,8"
3520426,Ilha Comprida,SP,"0,062","62,2"
3520442,Ilha Solteira,SP,"0,072","71,7"
3520509,Indaiatuba,SP,"0,131","130,7"
3520608,Indiana,SP,"0,063","63,5"
3520707,Indiaporã,SP,"0,102","102,2"
3520806,Inúbia Paulista,SP,"0,064","63,6"
3520905,Ipaussu,SP,"0,084","83,7"
3521002,Iperó,SP,"0,061","60,8"
3521101,Ipeúna,SP,"0,135","135,4"
3521150,Ipiguá,SP,"0,068","67,6"
3521200,Iporanga,SP,"0,121","120,9"
3521309,Ipuã,SP,"0,117","117,1"
3521408,Iracemápolis,SP,"0,124","123,7"
3521507,Irapuã,SP,"0,069","69,3"
3521606,Irapuru,SP,"0,067","66,6"
3521705,Itaberá,SP,"0,121","120,9"
3521804,Itaí,SP,"0,119","118,8"
3521903,Itajobi,SP,"0,075","75,4"
3522000,Itaju,SP,"0,084","84,3"
3522109,Itanhaém,SP,"0,093","92,9"
3522158,Itaoca,SP,"0,116","116,4"
3522208,Itapecerica da Serra,SP,"0,100","99,7"
3522307,Itapetininga,SP,"0,121","121,4"
3522406,Itapeva,SP,"0,121","120,8"
3522505,Itapevi,SP,"0,113","113,4"
3522604,Itapira,SP,"0,126","125,8"
3522653,Itapirapuã Paulista,SP,"0,118","118,4"
3522703,Itápolis,SP,"0,076","75,9"
3522802,Itaporanga,SP,"0,121","121,3"
3522901,Itapuí,SP,"0,096","96,1"
3523008,Itapura,SP,"0,069","69,4"
3523107,Itaquaquecetuba,SP,"0,112","112,1"
3523206,Itararé,SP,"0,121","121,0"
3523305,Itariri,SP,"0,114","114,1"
3523404,Itatiba,SP,"0,120","119,8"
3523503,Itatinga,SP,"0,084","84,3"
3523602,Itirapina,SP,"0,076","76,2"
3523701,Itirapuã,SP,"0,120","119,9"
3523800,Itobi,SP,"0,101","100,8"
3523909,Itu,SP,"0,136","136,4"
3524006,Itupeva,SP,"0,136","136,4"
3524105,Ituverava,SP,"0,117","117,1"
3524204,Jaborandi,SP,"0,116","116,5"
3524303,Jaboticabal,SP,"0,094","93,9"
3524402,Jacareí,SP,"0,111","110,7"
3524501,Jaci,SP,"0,068","67,6"
3524600,Jacupiranga,SP,"0,128","128,2"
3524709,Jaguariúna,SP,"0,127","126,9"
3524808,Jales,SP,"0,068","67,6"
3524907,Jambeiro,SP,"0,112","111,9"
3525003,Jandira,SP,"0,107","107,4"
3525102,Jardinópolis,SP,"0,123","123,1"
3525201,Jarinu,SP,"0,107","107,2"
3525300,Jaú,SP,"0,101","101,4"
3525409,Jeriquara,SP,"0,088","87,7"
3525508,Joanópolis,SP,"0,112","111,7"
3525607,João Ramalho,SP,"0,085","84,7"
3525706,José Bonifácio,SP,"0,067","67,2"
3525805,Júlio Mesquita,SP,"0,064","64,3"
3525854,Jumirim,SP,"0,122","121,7"
3525904,Jundiaí,SP,"0,127","126,8"
3526001,Junqueirópolis,SP,"0,063","62,6"
3526100,Juquiá,SP,"0,112","111,6"
3526209,Juquitiba,SP,"0,100","99,7"
3526308,Lagoinha,SP,"0,117","116,8"
3526407,Laranjal Paulista,SP,"0,128","127,8"
3526506,Lavínia,SP,"0,065","64,6"
3526605,Lavrinhas,SP,"0,115","115,0"
3526704,Leme,SP,"0,124","124,1"
3526803,Lençóis Paulista,SP,"0,057","57,2"
3526902,Limeira,SP,"0,129","129,3"
3527009,Lindóia,SP,"0,123","123,2"
3527108,Lins,SP,"0,064","63,6"
3527207,Lorena,SP,"0,114","114,0"
3527256,Lourdes,SP,"0,095","94,7"
3527306,Louveira,SP,"0,131","130,7"
3527405,Lucélia,SP,"0,064","63,9"
3527504,Lucianópolis,SP,"0,064","63,6"
3527603,Luís Antônio,SP,"0,108","108,5"
3527702,Luiziânia,SP,"0,064","63,5"
3527801,Lupércio,SP,"0,079","78,9"
3527900,Lutécia,SP,"0,071","70,6"
3528007,Macatuba,SP,"0,056","55,8"
3528106,Macaubal,SP,"0,068","67,9"
3528205,Macedônia,SP,"0,079","78,6"
3528304,Magda,SP,"0,068","67,6"
3528403,Mairinque,SP,"0,134","134,4"
3528502,Mairiporã,SP,"0,130","129,9"
3528601,Manduri,SP,"0,113","113,0"
3528700,Marabá Paulista,SP,"0,049","49,2"
3528809,Maracaí,SP,"0,065","65,0"
3528858,Marapoama,SP,"0,075","75,5"
3528908,Mariápolis,SP,"0,063","63,0"
3529005,Marília,SP,"0,073","73,1"
3529104,Marinópolis,SP,"0,067","67,3"
3529203,Martinópolis,SP,"0,093","92,8"
3529302,Matão,SP,"0,081","81,2"
3529401,Mauá,SP,"0,108","108,5"
3529500,Mendonça,SP,"0,067","67,2"
3529609,Meridiano,SP,"0,068","67,6"
3529658,Mesópolis,SP,"0,124","123,7"
3529708,Miguelópolis,SP,"0,117","116,6"
3529807,Mineiros do Tietê,SP,"0,096","96,4"
3529906,Miracatu,SP,"0,103","103,0"
3530003,Mira Estrela,SP,"0,114","114,1"
3530102,Mirandópolis,SP,"0,067","66,6"
3530201,Mirante do Paranapanema,SP,"0,092","91,8"
3530300,Mirassol,SP,"0,073","73,3"
3530409,Mirassolândia,SP,"0,068","67,6"
3530508,Mococa,SP,"0,103","102,7"
3530607,Mogi das Cruzes,SP,"0,113","113,0"
3530706,Mogi Guaçu,SP,"0,119","119,0"
3530805,Mogi Mirim,SP,"0,121","120,7"
3530904,Mombuca,SP,"0,131","130,6"
3531001,Monções,SP,"0,068","67,6"
3531100,Mongaguá,SP,"0,095","95,3"
3531209,Monte Alegre do Sul,SP,"0,121","121,5"
3531308,Monte Alto,SP,"0,079","79,1"
3531407,Monte Aprazível,SP,"0,070","69,9"
3531506,Monte Azul Paulista,SP,"0,068","67,6"
3531605,Monte Castelo,SP,"0,068","68,4"
3531704,Monteiro Lobato,SP,"0,116","116,3"
3531803,Monte Mor,SP,"0,100","100,0"
3531902,Morro Agudo,SP,"0,117","116,7"
3532009,Morungaba,SP,"0,129","129,5"
3532058,Motuca,SP,"0,106","106,2"
3532108,Murutinga do Sul,SP,"0,064","63,9"
3532157,Nantes,SP,"0,085","84,7"
3532207,Narandiba,SP,"0,064","63,6"
3532306,Natividade da Serra,SP,"0,105","105,4"
3532405,Nazaré Paulista,SP,"0,116","116,1"
3532504,Neves Paulista,SP,"0,070","70,0"
3532603,Nhandeara,SP,"0,069","68,5"
3532702,Nipoã,SP,"0,068","67,6"
3532801,Nova Aliança,SP,"0,068","67,6"
3532827,Nova Campina,SP,"0,119","118,6"
3532843,Nova Canaã Paulista,SP,"0,066","66,4"
3532868,Nova Castilho,SP,"0,068","68,2"
3532900,Nova Europa,SP,"0,090","89,8"
3533007,Nova Granada,SP,"0,083","83,2"
3533106,Nova Guataporanga,SP,"0,064","63,6"
3533205,Nova Independência,SP,"0,067","66,8"
3533254,Novais,SP,"0,071","70,6"
3533304,Nova Luzitânia,SP,"0,073","72,8"
3533403,Nova Odessa,SP,"0,121","121,3"
3533502,Novo Horizonte,SP,"0,066","66,1"
3533601,Nuporanga,SP,"0,083","82,7"
3533700,Ocauçu,SP,"0,071","71,4"
3533809,Óleo,SP,"0,112","112,2"
3533908,Olímpia,SP,"0,068","67,8"
3534005,Onda Verde,SP,"0,068","67,6"
3534104,Oriente,SP,"0,073","72,6"
3534203,Orindiúva,SP,"0,116","115,6"
3534302,Orlândia,SP,"0,115","115,0"
3534401,Osasco,SP,"0,102","101,7"
3534500,Oscar Bressane,SP,"0,063","63,4"
3534609,Osvaldo Cruz,SP,"0,064","63,6"
3534708,Ourinhos,SP,"0,074","74,2"
3534757,Ouroeste,SP,"0,121","121,1"
3534807,Ouro Verde,SP,"0,059","58,8"
3534906,Pacaembu,SP,"0,065","65,0"
3535002,Palestina,SP,"0,102","101,9"
3535101,Palmares Paulista,SP,"0,074","73,7"
3535200,Palmeira d'Oeste,SP,"0,068","67,6"
3535309,Palmital,SP,"0,072","72,2"
3535408,Panorama,SP,"0,051","50,8"
3535507,Paraguaçu Paulista,SP,"0,116","116,0"
3535606,Paraibuna,SP,"0,105","105,2"
3535705,Paraíso,SP,"0,068","67,6"
3535804,Paranapanema,SP,"0,121","120,9"
3535903,Paranapuã,SP,"0,102","102,2"
3536000,Parapuã,SP,"0,063","63,5"
3536109,Pardinho,SP,"0,104","104,3"
3536208,Pariquera-Açu,SP,"0,130","129,6"
3536257,Parisi,SP,"0,068","67,6"
3536307,Patrocínio Paulista,SP,"0,117","117,1"
3536406,Paulicéia,SP,"0,066","66,5"
3536505,Paulínia,SP,"0,119","119,3"
3536570,Paulistânia,SP,"0,123","123,0"
3536604,Paulo de Faria,SP,"0,116","116,0"
3536703,Pederneiras,SP,"0,057","56,5"
3536802,Pedra Bela,SP,"0,116","116,3"
3536901,Pedranópolis,SP,"0,100","100,2"
3537008,Pedregulho,SP,"0,088","87,7"
3537107,Pedreira,SP,"0,136","135,7"
3537156,Pedrinhas Paulista,SP,"0,065","65,0"
3537206,Pedro de Toledo,SP,"0,104","103,9"
3537305,Penápolis,SP,"0,107","107,2"
3537404,Pereira Barreto,SP,"0,086","86,0"
3537503,Pereiras,SP,"0,130","129,6"
3537602,Peruíbe,SP,"0,099","98,6"
3537701,Piacatu,SP,"0,064","63,6"
3537800,Piedade,SP,"0,126","126,0"
3537909,Pilar do Sul,SP,"0,121","120,9"
3538006,Pindamonhangaba,SP,"0,114","114,0"
3538105,Pindorama,SP,"0,070","70,3"
3538204,Pinhalzinho,SP,"0,116","116,2"
3538303,Piquerobi,SP,"0,062","61,7"
3538501,Piquete,SP,"0,115","115,2"
3538600,Piracaia,SP,"0,110","109,8"
3538709,Piracicaba,SP,"0,136","136,4"
3538808,Piraju,SP,"0,113","112,9"
3538907,Pirajuí,SP,"0,072","72,3"
3539004,Pirangi,SP,"0,070","69,8"
3539103,Pirapora do Bom Jesus,SP,"0,130","130,4"
3539202,Pirapozinho,SP,"0,068","68,3"
3539301,Pirassununga,SP,"0,113","113,0"
3539400,Piratininga,SP,"0,075","75,1"
3539509,Pitangueiras,SP,"0,117","117,1"
3539608,Planalto,SP,"0,067","67,2"
3539707,Platina,SP,"0,065","65,0"
3539806,Poá,SP,"0,104","104,0"
3539905,Poloni,SP,"0,071","71,0"
3540002,Pompéia,SP,"0,067","66,5"
3540101,Pongaí,SP,"0,069","69,4"
3540200,Pontal,SP,"0,117","116,8"
3540259,Pontalinda,SP,"0,068","67,6"
3540309,Pontes Gestal,SP,"0,094","93,6"
3540408,Populina,SP,"0,120","119,8"
3540507,Porangaba,SP,"0,133","133,3"
3540606,Porto Feliz,SP,"0,115","114,7"
3540705,Porto Ferreira,SP,"0,107","106,7"
3540754,Potim,SP,"0,118","117,6"
3540804,Potirendaba,SP,"0,070","70,2"
3540853,Pracinha,SP,"0,064","63,6"
3540903,Pradópolis,SP,"0,117","117,1"
3541000,Praia Grande,SP,"0,089","89,1"
3541059,Pratânia,SP,"0,057","56,7"
3541109,Presidente Alves,SP,"0,064","64,4"
3541208,Presidente Bernardes,SP,"0,092","91,8"
3541307,Presidente Epitácio,SP,"0,051","51,4"
3541406,Presidente Prudente,SP,"0,066","65,5"
3541505,Presidente Venceslau,SP,"0,061","61,3"
3541604,Promissão,SP,"0,095","94,8"
3541653,Quadra,SP,"0,110","110,3"
3541703,Quatá,SP,"0,071","71,2"
3541802,Queiroz,SP,"0,063","63,4"
3541901,Queluz,SP,"0,115","115,0"
3542008,Quintana,SP,"0,068","67,6"
3542107,Rafard,SP,"0,119","119,3"
3542206,Rancharia,SP,"0,063","63,4"
3542305,Redenção da Serra,SP,"0,112","112,4"
3542404,Regente Feijó,SP,"0,064","63,8"
3542503,Reginópolis,SP,"0,064","63,6"
3542602,Registro,SP,"0,125","124,5"
3542701,Restinga,SP,"0,100","99,8"
3542800,Ribeira,SP,"0,122","121,6"
3542909,Ribeirão Bonito,SP,"0,068","68,2"
3543006,Ribeirão Branco,SP,"0,118","117,5"
3543105,Ribeirão Corrente,SP,"0,095","95,4"
3543204,Ribeirão do Sul,SP,"0,064","63,6"
3543238,Ribeirão dos Índios,SP,"0,060","59,6"
3543253,Ribeirão Grande,SP,"0,121","120,9"
3543303,Ribeirão Pires,SP,"0,110","109,8"
3543402,Ribeirão Preto,SP,"0,117","117,1"
3543501,Riversul,SP,"0,123","122,6"
3543600,Rifaina,SP,"0,080","79,8"
3543709,Rincão,SP,"0,102","102,1"
3543808,Rinópolis,SP,"0,064","63,6"
3543907,Rio Claro,SP,"0,132","132,1"
3544004,Rio das Pedras,SP,"0,134","134,3"
3544103,Rio Grande da Serra,SP,"0,101","100,7"
3544202,Riolândia,SP,"0,124","123,7"
3544251,Rosana,SP,"0,094","94,1"
3544301,Roseira,SP,"0,114","113,9"
3544400,Rubiácea,SP,"0,122","121,7"
3544509,Rubinéia,SP,"0,072","72,1"
3544608,Sabino,SP,"0,051","51,4"
3544707,Sagres,SP,"0,064","63,6"
3544806,Sales,SP,"0,055","54,8"
3544905,Sales Oliveira,SP,"0,117","117,1"
3545001,Salesópolis,SP,"0,102","101,8"
3545100,Salmourão,SP,"0,064","63,6"
3545159,Saltinho,SP,"0,136","136,3"
3545209,Salto,SP,"0,124","124,3"
3545308,Salto de Pirapora,SP,"0,082","81,7"
3545407,Salto Grande,SP,"0,086","86,4"
3545506,Sandovalina,SP,"0,076","76,1"
3545605,Santa Adélia,SP,"0,075","75,1"
3545704,Santa Albertina,SP,"0,092","92,0"
3545803,Santa Bárbara d'Oeste,SP,"0,115","114,7"
3546009,Santa Branca,SP,"0,112","112,4"
3546108,Santa Clara d'Oeste,SP,"0,068","67,5"
3546207,Santa Cruz da Conceição,SP,"0,117","116,7"
3546256,Santa Cruz da Esperança,SP,"0,115","115,1"
3546306,Santa Cruz das Palmeiras,SP,"0,095","95,2"
3546405,Santa Cruz do Rio Pardo,SP,"0,078","78,3"
3546504,Santa Ernestina,SP,"0,087","86,9"
3546603,Santa Fé do Sul,SP,"0,068","67,6"
3546702,Santa Gertrudes,SP,"0,124","123,6"
3546801,Santa Isabel,SP,"0,113","113,2"
3546900,Santa Lúcia,SP,"0,103","103,4"
3547007,Santa Maria da Serra,SP,"0,097","96,9"
3547106,Santa Mercedes,SP,"0,062","62,0"
3547205,Santana da Ponte Pensa,SP,"0,068","67,6"
3547304,Santana de Parnaíba,SP,"0,135","134,8"
3547403,Santa Rita d'Oeste,SP,"0,069","69,1"
3547502,Santa Rita do Passa Quatro,SP,"0,106","105,8"
3547601,Santa Rosa de Viterbo,SP,"0,080","79,5"
3547650,Santa Salete,SP,"0,068","67,6"
3547700,Santo Anastácio,SP,"0,092","91,8"
